Ticket;Open Time;Type;Size;Item;Price;S / L;T / P;Close Time;Price;Commission;Taxes;Swap;Profit
172950232;2023.08.17 16:45:17;sell;0.02;gbpusd#;127.707;127.561;127.408;2023.08.17 17:26:39;127.562;0.00;0.00;0.00;2.66
172952824;2023.08.17 17:43:42;sell;0.01;usdjpy#;146.060;146.050;145.908;2023.08.17 18:03:22;146.051;0.00;0.00;0.00;0.06
172954399;2023.08.17 18:37:18;buy;0.02;eurusd#;108.748;108.672;108.913;2023.08.17 18:48:34;108.670;0.00;0.00;0.00;-1.44
172954840;2023.08.17 18:53:37;buy;0.02;eurusd#;108.716;108.726;108.832;2023.08.17 18:57:24;108.726;0.00;0.00;0.00;0.18
172955244;2023.08.17 19:00:40;buy;0.02;eurusd#;108.749;108.804;109.039;2023.08.17 19:36:22;108.804;0.00;0.00;0.00;1.01
172971171;2023.08.18 09:50:03;buy;0.02;usdjpy#;145.270;145.190;145.551;2023.08.18 10:33:02;145.193;0.00;0.00;0.00;-0.97
172971908;2023.08.18 10:20:23;buy;0.02;eurusd#;108.768;108.691;108.883;2023.08.18 10:38:55;108.689;0.00;0.00;0.00;-1.45
172971318;2023.08.18 09:59:28;buy;0.02;gbpjpy#;184.802;184.617;185.100;2023.08.18 10:39:55;184.616;0.00;0.00;0.00;-2.36
172971564;2023.08.18 10:03:07;buy;0.02;gbpusd#;127.134;127.144;127.449;2023.08.18 10:40:44;127.136;0.00;0.00;0.00;0.04
172978308;2023.08.18 14:39:36;buy;0.02;gbpjpy#;184.773;184.783;185.200;2023.08.18 14:49:05;184.783;0.00;0.00;0.00;0.13
172978182;2023.08.18 14:31:55;buy;0.02;eurusd#;108.639;108.649;108.761;2023.08.18 14:49:41;108.651;0.00;0.00;0.00;0.22
172978165;2023.08.18 14:30:48;buy;0.02;gbpusd#;127.038;127.091;127.346;2023.08.18 14:50:02;127.089;0.00;0.00;0.00;0.93
172978212;2023.08.18 14:32:21;sell;0.02;usdchf#;0.88071;0.88061;0.87961;2023.08.18 14:50:11;0.88062;0.00;0.00;0.00;0.19
172980355;2023.08.18 15:36:36;sell;0.02;gbpjpy#;184.913;185.065;184.709;2023.08.18 15:55:32;185.066;0.00;0.00;0.00;-1.93
173002786;2023.08.21 11:15:23;sell;0.02;eurusd#;108.844;108.898;108.742;2023.08.21 12:06:38;108.899;0.00;0.00;0.00;-1.01
173003332;2023.08.21 11:33:12;buy;0.02;usdchf#;0.87995;0.87909;0.88216;2023.08.21 12:23:22;0.87909;0.00;0.00;0.00;-1.79
173003956;2023.08.21 12:06:59;buy;0.02;gbpusd#;127.243;127.115;127.345;2023.08.21 12:35:21;127.290;0.00;0.00;0.00;0.87
173005340;2023.08.21 12:52:26;sell;0.02;usdjpy#;145.742;145.974;145.408;2023.08.21 13:31:16;145.976;0.00;0.00;0.00;-2.94
173009037;2023.08.21 15:15:36;buy;0.02;usdjpy#;145.916;145.765;146.039;2023.08.21 15:30:48;146.037;0.00;0.00;0.00;1.52
173009082;2023.08.21 15:16:42;sell;0.02;gbpusd#;127.547;127.526;127.340;2023.08.21 15:37:04;127.526;0.00;0.00;0.00;0.39
173012858;2023.08.21 16:28:02;sell;0.02;usdjpy#;146.101;146.181;146.000;2023.08.21 16:49:11;146.187;0.00;0.00;0.00;-1.08
173016087;2023.08.21 17:44:48;buy;0.02;usdjpy#;146.249;146.122;146.370;2023.08.21 18:13:42;146.374;0.00;0.00;0.00;1.57
173015609;2023.08.21 17:30:11;buy;0.02;gbpusd#;127.308;127.214;127.426;2023.08.21 18:21:57;127.311;0.00;0.00;0.00;0.05
173017010;2023.08.21 18:15:46;buy;0.02;usdjpy#;146.352;146.197;146.501;2023.08.21 19:14:30;146.198;0.00;0.00;0.00;-1.94
173018641;2023.08.21 19:30:18;buy;0.02;usdjpy#;146.171;146.080;146.392;2023.08.21 20:04:48;146.180;0.00;0.00;0.00;0.11
173018682;2023.08.21 19:33:13;buy;0.02;usdchf#;0.87895;0.87846;0.87963;2023.08.21 20:25:17;0.87846;0.00;0.00;0.00;-1.03
173018671;2023.08.21 19:32:04;sell;0.02;gbpusd#;127.538;127.642;127.354;2023.08.21 21:52:55;127.644;0.00;0.00;0.00;-1.94
173029399;2023.08.22 10:30:21;sell;0.02;usdchf#;0.87716;0.87750;0.87682;2023.08.22 10:30:46;0.87751;0.00;0.00;0.00;-0.73
173031130;2023.08.22 11:50:21;sell;0.02;gbpusd#;127.833;127.823;127.686;2023.08.22 11:54:59;127.823;0.00;0.00;0.00;0.18
173030668;2023.08.22 11:22:14;sell;0.02;eurusd#;109.181;109.064;108.894;2023.08.22 12:32:51;109.041;0.00;0.00;0.00;2.57
173031478;2023.08.22 12:00:07;sell;0.02;gbpusd#;127.815;127.805;127.622;2023.08.22 12:33:06;127.785;0.00;0.00;0.00;0.56
173038144;2023.08.22 16:00:56;sell;0.02;gbpusd#;127.412;127.573;127.304;2023.08.22 16:03:26;127.379;0.00;0.00;0.00;0.60
173038289;2023.08.22 16:04:00;sell;0.02;gbpusd#;127.382;127.531;127.275;2023.08.22 16:06:26;127.439;0.00;0.00;0.00;-1.05
173045516;2023.08.22 18:40:05;buy;0.02;eurusd#;108.499;108.357;108.823;2023.08.22 20:22:46;108.506;0.00;0.00;0.00;0.13
173054373;2023.08.23 09:08:18;sell;0.02;gbpusd#;127.439;127.569;127.187;2023.08.23 10:00:53;127.588;0.00;0.00;0.00;-2.74
173054379;2023.08.23 09:08:58;buy;0.02;usdchf#;0.88008;0.87851;0.88099;2023.08.23 10:09:47;0.87914;0.00;0.00;0.00;-1.97
173054366;2023.08.23 09:07:46;sell;0.02;eurusd#;108.557;108.689;108.332;2023.08.23 10:09:48;108.605;0.00;0.00;0.00;-0.88
173055471;2023.08.23 10:09:50;sell;0.02;usdchf#;0.87915;0.87905;0.87685;2023.08.23 10:16:46;0.87905;0.00;0.00;0.00;0.21
173055758;2023.08.23 10:23:21;sell;0.02;usdchf#;0.87836;0.87828;0.87667;2023.08.23 10:29:48;0.87825;0.00;0.00;0.00;0.23
173056211;2023.08.23 10:30:29;buy;0.02;usdchf#;0.87989;0.87999;0.88232;2023.08.23 10:45:39;0.87999;0.00;0.00;0.00;0.21
173057784;2023.08.23 10:47:34;buy;0.02;usdchf#;0.87988;0.87998;0.88150;2023.08.23 11:38:45;0.88094;0.00;0.00;0.00;2.23
173061693;2023.08.23 12:45:17;buy;0.02;usdjpy#;145.448;145.263;145.733;2023.08.23 14:40:47;145.261;0.00;0.00;0.00;-2.38
173064472;2023.08.23 14:44:00;sell;0.02;eurgbp#;0.85546;0.85602;0.85375;2023.08.23 14:57:51;0.85603;0.00;0.00;0.00;-1.33
173064467;2023.08.23 14:43:33;buy;0.02;gbpusd#;126.454;126.170;127.119;2023.08.23 15:08:38;126.165;0.00;0.00;0.00;-5.35
173067572;2023.08.23 15:53:03;sell;0.02;eurgbp#;0.85556;0.85540;0.85288;2023.08.23 17:52:08;0.85543;0.00;0.00;0.00;0.30
173064460;2023.08.23 14:43:03;buy;0.02;eurusd#;108.182;108.545;108.750;2023.08.23 19:44:19;108.643;0.00;0.00;0.00;8.49
173088946;2023.08.24 09:44:53;sell;0.02;gbpusd#;127.142;127.360;126.226;2023.08.24 10:17:37;126.963;0.00;0.00;0.00;3.30
173088433;2023.08.24 09:15:51;sell;0.02;usdjpy#;145.072;145.298;144.626;2023.08.24 10:46:47;145.299;0.00;0.00;0.00;-2.88
173091626;2023.08.24 11:26:37;sell;0.02;usdjpy#;145.238;145.384;144.937;2023.08.24 12:19:42;145.384;0.00;0.00;0.00;-1.85
173091385;2023.08.24 11:09:57;sell;0.02;usdchf#;0.87900;0.88040;0.87729;2023.08.24 12:28:14;0.88040;0.00;0.00;0.00;-2.93
173094172;2023.08.24 13:17:45;sell;0.02;usdchf#;0.88034;0.88112;0.87765;2023.08.24 14:39:05;0.88112;0.00;0.00;0.00;-1.63
173105038;2023.08.24 16:48:17;sell;0.02;usdchf#;0.88085;0.88287;0.87810;2023.08.24 18:33:29;0.88289;0.00;0.00;0.00;-4.26
173114014;2023.08.24 22:25:39;sell;0.10;gbpusd#;126.094;126.101;126.081;2023.08.24 22:25:39;126.100;0.00;0.00;0.00;-0.55
173114015;2023.08.24 22:25:39;sell;0.10;gbpusd#;126.095;126.104;126.084;2023.08.24 22:25:40;126.105;0.00;0.00;0.00;-0.93
173114016;2023.08.24 22:25:39;sell;0.10;gbpusd#;126.093;126.105;126.085;2023.08.24 22:25:40;126.105;0.00;0.00;0.00;-1.11
173114017;2023.08.24 22:25:40;sell;0.10;gbpusd#;126.093;126.104;126.084;2023.08.24 22:25:40;126.105;0.00;0.00;0.00;-1.11
173114018;2023.08.24 22:25:40;sell;0.10;gbpusd#;126.092;126.103;126.083;2023.08.24 22:25:40;126.105;0.00;0.00;0.00;-1.20
173114019;2023.08.24 22:25:40;sell;0.10;gbpusd#;126.092;126.102;126.082;2023.08.24 22:25:40;126.105;0.00;0.00;0.00;-1.20
173114021;2023.08.24 22:25:41;sell;0.10;gbpusd#;126.096;126.106;126.086;2023.08.24 22:26:02;126.107;0.00;0.00;0.00;-1.02
173114023;2023.08.24 22:25:41;sell;0.10;gbpusd#;126.096;126.106;126.086;2023.08.24 22:26:02;126.107;0.00;0.00;0.00;-1.02
173114024;2023.08.24 22:25:42;sell;0.10;gbpusd#;126.097;126.107;126.087;2023.08.24 22:26:02;126.107;0.00;0.00;0.00;-0.92
173114025;2023.08.24 22:25:42;sell;0.10;gbpusd#;126.097;126.106;126.086;2023.08.24 22:26:02;126.107;0.00;0.00;0.00;-0.92
173114026;2023.08.24 22:25:42;sell;0.10;gbpusd#;126.097;126.107;126.087;2023.08.24 22:26:02;126.107;0.00;0.00;0.00;-0.92
173114027;2023.08.24 22:25:43;sell;0.10;gbpusd#;126.096;126.106;126.086;2023.08.24 22:26:02;126.107;0.00;0.00;0.00;-1.02
173114028;2023.08.24 22:25:43;sell;0.10;gbpusd#;126.096;126.106;126.086;2023.08.24 22:26:02;126.107;0.00;0.00;0.00;-1.02
173114029;2023.08.24 22:25:44;sell;0.10;gbpusd#;126.096;126.107;126.087;2023.08.24 22:26:02;126.107;0.00;0.00;0.00;-1.02
173114030;2023.08.24 22:25:44;sell;0.10;gbpusd#;126.096;126.106;126.086;2023.08.24 22:26:02;126.107;0.00;0.00;0.00;-1.02
173114031;2023.08.24 22:25:45;sell;0.10;gbpusd#;126.096;126.106;126.086;2023.08.24 22:26:02;126.107;0.00;0.00;0.00;-1.02
173114032;2023.08.24 22:25:46;sell;0.10;gbpusd#;126.097;126.107;126.087;2023.08.24 22:26:02;126.107;0.00;0.00;0.00;-0.92
173114033;2023.08.24 22:25:47;sell;0.10;gbpusd#;126.096;126.106;126.086;2023.08.24 22:26:02;126.107;0.00;0.00;0.00;-1.02
173114034;2023.08.24 22:25:48;sell;0.10;gbpusd#;126.097;126.107;126.087;2023.08.24 22:26:02;126.107;0.00;0.00;0.00;-0.92
173114020;2023.08.24 22:25:41;sell;0.10;gbpusd#;126.096;126.109;126.089;2023.08.24 22:27:07;126.091;0.00;0.00;0.00;0.46
173122945;2023.08.25 09:21:19;buy;0.02;eurusd#;107.870;107.764;108.271;2023.08.25 10:50:03;107.765;0.00;0.00;0.00;-1.95
173123119;2023.08.25 09:32:48;buy;0.02;gbpusd#;125.776;125.579;126.610;2023.08.25 12:32:24;125.920;0.00;0.00;0.00;2.67
173123097;2023.08.25 09:30:15;sell;0.02;usdjpy#;146.044;146.274;145.772;2023.08.25 12:32:25;146.044;0.00;0.00;0.00;0.00
173132135;2023.08.25 16:33:24;buy;0.02;gbpusd#;126.113;126.022;126.202;2023.08.25 16:39:27;126.018;0.00;0.00;0.00;-1.76
173154384;2023.08.28 08:51:10;sell;0.02;gbpusd#;126.042;126.080;125.978;2023.08.28 08:58:55;125.979;0.00;0.00;0.00;1.17
173154387;2023.08.28 08:51:47;buy;0.02;usdjpy#;146.377;146.287;146.465;2023.08.28 09:36:32;146.287;0.00;0.00;0.00;-1.14
173156427;2023.08.28 10:30:38;sell;3.00;eurgbp#;0.85912;0.85958;0.85796;2023.08.28 10:44:32;0.85958;0.00;0.00;0.00;-160.54
173157160;2023.08.28 11:03:37;sell;0.10;eurgbp#;0.85911;0.85989;0.85785;2023.08.28 12:00:04;0.85892;0.00;0.00;0.00;2.21
173157144;2023.08.28 11:02:40;sell;3.00;usdjpy#;146.500;146.623;146.353;2023.08.28 13:32:32;146.494;0.00;0.00;0.00;11.36
173159665;2023.08.28 13:45:05;sell;0.50;eurusd#;108.178;108.233;107.998;2023.08.28 13:56:19;108.155;0.00;0.00;0.00;10.63
173161483;2023.08.28 15:28:55;sell;0.50;audcad#;0.87243;0.87316;0.87085;2023.08.28 15:42:35;0.87318;0.00;0.00;0.00;-25.52
173161127;2023.08.28 15:12:45;sell;0.10;usdchf#;0.88436;0.88504;0.88342;2023.08.28 15:49:44;0.88396;0.00;0.00;0.00;4.18
173161149;2023.08.28 15:14:10;buy;0.10;eurgbp#;0.85856;0.85792;0.85947;2023.08.28 15:51:42;0.85866;0.00;0.00;0.00;1.16
173160578;2023.08.28 14:47:58;sell;0.50;nzdcad#;0.80327;0.80422;0.80265;2023.08.28 15:58:28;0.80423;0.00;0.00;0.00;-32.65
173162696;2023.08.28 16:07:16;buy;0.50;audcad#;0.87342;0.87240;0.87373;2023.08.28 16:08:29;0.87291;0.00;0.00;0.00;-17.35
173162272;2023.08.28 15:53:43;sell;0.50;audusd#;0.64204;0.64266;0.64016;2023.08.28 16:18:55;0.64197;0.00;0.00;0.00;3.23
173162706;2023.08.28 16:07:57;sell;0.50;audcad#;0.87301;0.87373;0.87239;2023.08.28 16:29:34;0.87373;0.00;0.00;0.00;-24.48
173167353;2023.08.28 18:04:54;sell;0.50;eurgbp#;0.85900;0.85925;0.85842;2023.08.28 18:08:41;0.85892;0.00;0.00;0.00;4.66
173169385;2023.08.28 19:06:37;buy;0.50;usdjpy#;146.404;146.351;146.564;2023.08.28 19:18:41;146.448;0.00;0.00;0.00;13.90
173169829;2023.08.28 19:40:42;buy;0.50;eurgbp#;0.85818;0.85774;0.85862;2023.08.28 20:52:08;0.85774;0.00;0.00;0.00;-25.65
173169672;2023.08.28 19:30:07;sell;0.50;audcad#;0.87374;0.87430;0.87297;2023.08.28 22:41:50;0.87430;0.00;0.00;0.00;-19.02
173171523;2023.08.28 21:05:31;buy;0.50;eurgbp#;0.85814;0.85766;0.85923;2023.08.28 22:43:24;0.85819;0.00;0.00;0.00;2.91
173180926;2023.08.29 08:28:37;buy;0.50;eurgbp#;0.85754;0.85716;0.85795;2023.08.29 08:41:23;0.85714;0.00;0.00;0.00;-23.33
173180986;2023.08.29 08:30:31;sell;0.50;usdjpy#;146.515;146.562;146.420;2023.08.29 08:54:45;146.415;0.00;0.00;0.00;31.55
173180938;2023.08.29 08:29:41;sell;0.50;gbpjpy#;184.907;184.874;184.657;2023.08.29 09:04:35;184.874;0.00;0.00;0.00;10.42
173181278;2023.08.29 08:53:37;buy;0.50;eurgbp#;0.85726;0.85664;0.85751;2023.08.29 09:18:20;0.85664;0.00;0.00;0.00;-36.19
173181041;2023.08.29 08:36:01;buy;0.50;eurusd#;108.240;108.139;108.379;2023.08.29 09:46:29;108.138;0.00;0.00;0.00;-47.16
173184008;2023.08.29 10:43:08;sell;0.50;nzdcad#;0.80639;0.80584;0.80449;2023.08.29 10:57:40;0.80585;0.00;0.00;0.00;18.35
173184918;2023.08.29 11:15:34;sell;0.50;usdjpy#;146.443;146.481;146.356;2023.08.29 11:30:32;146.483;0.00;0.00;0.00;-12.63
173185151;2023.08.29 11:31:18;buy;0.50;audcad#;0.87621;0.87547;0.87686;2023.08.29 11:40:20;0.87626;0.00;0.00;0.00;1.70
173185352;2023.08.29 11:46:09;sell;0.50;nzdcad#;0.80572;0.80621;0.80446;2023.08.29 11:56:08;0.80622;0.00;0.00;0.00;-16.99
173185443;2023.08.29 11:56:18;buy;0.50;nzdcad#;0.80630;0.80565;0.80662;2023.08.29 11:57:50;0.80564;0.00;0.00;0.00;-22.43
173185404;2023.08.29 11:50:27;sell;0.50;usdjpy#;146.485;146.522;146.311;2023.08.29 12:00:00;146.522;0.00;0.00;0.00;-11.68
173185703;2023.08.29 12:05:24;buy;0.50;usdjpy#;146.527;146.512;146.563;2023.08.29 12:26:27;146.541;0.00;0.00;0.00;4.42
173186225;2023.08.29 12:53:30;sell;0.50;usdjpy#;146.537;146.578;146.407;2023.08.29 13:11:30;146.578;0.00;0.00;0.00;-12.93
173186795;2023.08.29 13:16:45;sell;0.50;audjpy#;94.535;94.585;94.399;2023.08.29 13:20:39;94.498;0.00;0.00;0.00;11.68
173186788;2023.08.29 13:15:53;sell;0.50;audcad#;0.87754;0.87801;0.87591;2023.08.29 13:20:40;0.87730;0.00;0.00;0.00;8.16
173186834;2023.08.29 13:18:00;sell;0.50;audusd#;0.64478;0.64527;0.64381;2023.08.29 13:20:55;0.64472;0.00;0.00;0.00;2.77
173187243;2023.08.29 13:35:30;buy;0.50;nzdcad#;0.80567;0.80516;0.80617;2023.08.29 13:39:19;0.80569;0.00;0.00;0.00;0.68
173187253;2023.08.29 13:38:06;sell;0.50;usdjpy#;146.632;146.661;146.570;2023.08.29 13:42:10;146.661;0.00;0.00;0.00;-9.15
173190478;2023.08.29 15:09:51;sell;0.50;usdjpy#;147.123;147.230;146.622;2023.08.29 15:16:59;147.229;0.00;0.00;0.00;-33.33
173190458;2023.08.29 15:08:33;buy;0.50;audcad#;0.87492;0.87355;0.87600;2023.08.29 15:25:03;0.87354;0.00;0.00;0.00;-46.93
173190466;2023.08.29 15:09:12;sell;0.50;gbpjpy#;185.136;185.058;184.792;2023.08.29 16:08:55;185.060;0.00;0.00;0.00;23.93
173192465;2023.08.29 15:38:38;sell;0.50;usdjpy#;147.180;147.242;146.950;2023.08.29 16:26:19;147.244;0.00;0.00;0.00;-20.15
173192454;2023.08.29 15:38:01;buy;0.50;audcad#;0.87381;0.00000;0.87566;2023.08.29 17:00:16;0.87501;0.00;0.00;0.00;40.72
173188772;2023.08.29 14:27:31;sell;0.02;usdjpy#;146.962;147.386;0.000;2023.08.29 17:00:26;146.890;0.00;0.00;0.00;0.90
173221932;2023.08.30 10:29:22;buy;0.50;nzdcad#;0.80652;0.80588;0.80788;2023.08.30 10:38:50;0.80663;0.00;0.00;0.00;3.73
173222233;2023.08.30 10:40:17;buy;0.02;audcad#;0.87702;0.87618;0.87827;2023.08.30 11:05:43;0.87617;0.00;0.00;0.00;-1.16
173222191;2023.08.30 10:39:08;buy;0.02;audusd#;0.64650;0.63597;0.66726;2023.08.30 14:05:24;0.64680;0.00;0.00;0.00;0.55
173227654;2023.08.30 14:22:57;sell;0.02;usdchf#;0.87941;0.87977;0.87874;2023.08.30 14:28:52;0.87929;0.00;0.00;0.00;0.25
173227803;2023.08.30 14:30:48;sell;0.02;eurgbp#;0.85984;0.86028;0.00000;2023.08.30 14:34:28;0.86028;0.00;0.00;0.00;-1.02
173234938;2023.08.30 16:13:34;buy;0.02;usdjpy#;145.842;145.755;145.991;2023.08.30 16:25:38;145.755;0.00;0.00;0.00;-1.10
173234908;2023.08.30 16:12:25;sell;0.02;audusd#;0.65064;0.65129;0.64787;2023.08.30 16:35:01;0.65129;0.00;0.00;0.00;-1.19
173236769;2023.08.30 16:43:14;sell;0.02;eurusd#;109.280;109.366;108.859;2023.08.30 16:51:52;109.367;0.00;0.00;0.00;-1.59
173240465;2023.08.30 17:35:12;sell;0.02;eurusd#;109.393;109.283;108.879;2023.08.30 21:27:12;109.181;0.00;0.00;0.00;3.88
173243205;2023.08.30 18:50:44;sell;0.02;audusd#;0.64934;0.64862;0.64668;2023.08.30 21:27:23;0.64740;0.00;0.00;0.00;3.55
173244334;2023.08.30 19:31:03;buy;0.50;nzdcad#;0.80801;0.80651;0.80911;2023.08.30 23:47:36;0.80649;0.00;0.00;0.00;-51.42
173256126;2023.08.31 09:52:46;sell;0.50;usdchf#;0.87932;0.87971;0.87855;2023.08.31 09:54:33;0.87971;0.00;0.00;0.00;-20.32
173257352;2023.08.31 10:22:03;sell;0.50;gbpusd#;127.041;127.173;0.00000;2023.08.31 10:33:30;127.171;0.00;0.00;0.00;-59.62
173257413;2023.08.31 10:27:48;buy;0.50;eurusd#;108.985;108.744;109.481;2023.08.31 12:01:22;108.743;0.00;0.00;0.00;-111.27
173259390;2023.08.31 11:47:15;buy;0.50;eurgbp#;0.85709;0.85628;0.85867;2023.08.31 12:03:52;0.85628;0.00;0.00;0.00;-47.30
173263425;2023.08.31 13:55:59;buy;0.50;gbpjpy#;185.071;184.761;185.518;2023.08.31 14:19:17;184.760;0.00;0.00;0.00;-98.07
173265474;2023.08.31 15:14:12;buy;0.50;eurusd#;108.797;108.283;109.232;2023.09.01 09:30:19;108.283;0.00;0.00;0.00;-237.34
173289382;2023.09.01 10:01:20;sell;0.50;eurgbp#;0.85694;0.85645;0.85595;2023.09.01 10:18:04;0.85595;0.00;0.00;0.00;57.83
173289624;2023.09.01 10:11:36;sell;0.50;eurgbp#;0.85632;0.85614;0.85560;2023.09.01 10:29:15;0.85614;0.00;0.00;0.00;10.51
173289554;2023.09.01 10:08:53;buy;0.50;gbpusd#;126.670;126.348;127.213;2023.09.01 10:37:35;126.866;0.00;0.00;0.00;90.25
173289770;2023.09.01 10:15:54;buy;0.50;gbpusd#;126.713;126.408;127.360;2023.09.01 10:37:36;126.865;0.00;0.00;0.00;69.99
173290393;2023.09.01 10:34:27;buy;0.50;gbpusd#;126.837;126.500;127.447;2023.09.01 10:37:38;126.868;0.00;0.00;0.00;14.28
173295328;2023.09.01 15:07:22;sell;0.50;nzdcad#;0.80660;0.80694;0.80519;2023.09.01 15:08:59;0.80694;0.00;0.00;0.00;-11.60
173295315;2023.09.01 15:06:38;sell;0.50;audcad#;0.87535;0.87584;0.87368;2023.09.01 15:10:05;0.87585;0.00;0.00;0.00;-17.06
173295339;2023.09.01 15:07:44;buy;0.50;usdjpy#;145.264;145.201;145.381;2023.09.01 15:10:41;145.201;0.00;0.00;0.00;-20.00
173295324;2023.09.01 15:07:03;buy;0.50;eurusd#;108.383;108.254;108.726;2023.09.01 15:10:55;108.435;0.00;0.00;0.00;23.98
173295588;2023.09.01 15:15:21;sell;0.50;nzdcad#;0.80682;0.80728;0.80535;2023.09.01 15:16:29;0.80728;0.00;0.00;0.00;-15.68
173295602;2023.09.01 15:15:59;buy;0.50;usdjpy#;145.240;145.167;145.379;2023.09.01 15:23:42;145.155;0.00;0.00;0.00;-27.00
173295229;2023.09.01 15:03:29;buy;0.50;gbpjpy#;184.097;183.893;184.889;2023.09.01 15:27:27;183.892;0.00;0.00;0.00;-65.13
173295953;2023.09.01 15:27:55;sell;0.50;eurcad#;146.608;146.700;146.412;2023.09.01 15:30:01;146.687;0.00;0.00;0.00;-26.93
173295968;2023.09.01 15:28:30;sell;0.50;audcad#;0.87584;0.87678;0.87475;2023.09.01 15:30:01;0.87716;0.00;0.00;0.00;-45.02
173295923;2023.09.01 15:27:09;sell;0.50;usdcad#;135.188;135.244;135.066;2023.09.01 15:30:23;135.069;0.00;0.00;0.00;40.57
173297361;2023.09.01 15:32:02;buy;0.50;nzdcad#;0.81056;0.00000;0.00000;2023.09.01 15:32:21;0.81106;0.00;0.00;0.00;17.01
173298885;2023.09.01 15:42:23;sell;0.50;gbpusd#;126.947;127.062;126.722;2023.09.01 15:49:32;127.062;0.00;0.00;0.00;-52.88
173300323;2023.09.01 15:54:18;buy;0.50;usdjpy#;144.613;144.414;0.000;2023.09.01 15:58:39;144.739;0.00;0.00;0.00;40.08
173300340;2023.09.01 15:54:56;sell;0.50;nzdcad#;0.81314;0.81413;0.80717;2023.09.01 15:58:49;0.81293;0.00;0.00;0.00;7.14
173300413;2023.09.01 15:55:27;sell;0.50;audcad#;0.88168;0.88278;0.87550;2023.09.01 16:07:50;0.87986;0.00;0.00;0.00;61.91
173300706;2023.09.01 15:59:15;sell;0.50;nzdcad#;0.81281;0.81397;0.80985;2023.09.01 16:07:52;0.81109;0.00;0.00;0.00;58.50
173299147;2023.09.01 15:44:56;sell;0.50;eurusd#;108.577;108.830;108.095;2023.09.01 16:08:25;108.570;0.00;0.00;0.00;3.22
173300723;2023.09.01 15:59:31;buy;0.50;gbpjpy#;183.725;183.479;184.499;2023.09.01 16:12:52;183.762;0.00;0.00;0.00;11.76
173298991;2023.09.01 15:42:58;buy;0.50;usdchf#;0.88134;0.87954;0.88291;2023.09.01 16:35:03;0.87950;0.00;0.00;0.00;-96.14
173305645;2023.09.01 16:50:36;buy;0.50;usdchf#;0.88274;0.88352;0.88584;2023.09.01 17:01:37;0.88379;0.00;0.00;0.00;54.84
173305811;2023.09.01 16:51:12;buy;0.50;usdcad#;135.680;135.372;0.00000;2023.09.01 17:01:42;135.688;0.00;0.00;0.00;2.72
173309073;2023.09.01 17:12:37;buy;0.50;audcad#;0.87797;0.87591;0.88111;2023.09.01 17:18:45;0.87801;0.00;0.00;0.00;1.36
