Ticket;Open Time;Type;Size;Item;Price;S / L;T / P;Close Time;Price;Commission;Taxes;Swap;Profit
174810325;2023.11.06 18:04:07;sell;0.05;gbpjpy#;185.536;185.505;0.000;2023.11.06 19:07:57;185.507;0.00;0.00;0.00;0.90
174807871;2023.11.06 16:25:07;sell;0.01;audchf#;0.58412;0.58391;0.00000;2023.11.06 16:39:17;0.58375;0.00;0.00;0.00;0.38
174804419;2023.11.06 13:48:03;sell;0.01;audchf#;0.58376;0.00000;0.00000;2023.11.06 16:39:18;0.58375;0.00;0.00;0.00;0.01
174804411;2023.11.06 13:45:45;sell;0.10;nzdusd#;0.59820;0.59813;0.00000;2023.11.06 14:08:45;0.59813;0.00;0.00;0.00;0.65
174804219;2023.11.06 13:25:22;sell;0.10;audchf#;0.58350;0.58344;0.00000;2023.11.06 16:55:06;0.58344;0.00;0.00;0.00;0.63
174804210;2023.11.06 13:24:11;sell;0.10;audchf#;0.58352;0.58351;0.00000;2023.11.06 16:46:31;0.58351;0.00;0.00;0.00;0.11
174803363;2023.11.06 12:23:54;sell;0.10;usdchf#;0.89651;0.89643;0.00000;2023.11.06 12:30:35;0.89620;0.00;0.00;0.00;3.22
174802703;2023.11.06 11:41:07;sell;0.10;usdjpy#;149.605;149.595;0.000;2023.11.06 13:21:48;149.595;0.00;0.00;0.00;0.62
174802526;2023.11.06 11:23:22;buy;0.05;eurgbp#;0.86599;0.86649;0.00000;2023.11.06 12:00:31;0.86669;0.00;0.00;0.00;4.04
174801896;2023.11.06 11:00:00;buy;0.10;eurgbp#;0.86622;0.86629;0.86650;2023.11.06 11:58:39;0.86650;0.00;0.00;0.00;3.23
174801474;2023.11.06 10:38:22;buy;0.10;usdjpy#;149.430;0.000;0.000;2023.11.06 10:50:57;149.440;0.00;0.00;0.00;0.62
174801189;2023.11.06 10:29:58;buy;0.10;usdjpy#;149.428;149.437;0.000;2023.11.06 10:35:48;149.438;0.00;0.00;0.00;0.62
174800598;2023.11.06 10:02:40;buy;0.10;audusd#;0.65086;0.65128;0.00000;2023.11.06 10:16:17;0.65139;0.00;0.00;0.00;4.93
174799018;2023.11.06 08:13:43;sell;0.10;nzdusd#;0.59969;0.59948;0.00000;2023.11.06 09:10:34;0.59949;0.00;0.00;0.00;1.86
174799016;2023.11.06 08:11:53;sell;0.10;audchf#;0.58425;0.58414;0.00000;2023.11.06 09:02:11;0.58415;0.00;0.00;0.00;1.04
174788065;2023.11.03 19:22:44;sell;0.10;usdchf#;0.89804;0.89787;0.00000;2023.11.03 19:33:47;0.89775;0.00;0.00;0.00;3.01
174788066;2023.11.03 19:22:44;sell;0.10;usdjpy#;149.383;149.373;0.000;2023.11.03 19:39:32;149.374;0.00;0.00;0.00;0.56
174783684;2023.11.03 16:28:20;buy;0.05;eurusd#;106.975;107.064;0.00000;2023.11.03 16:32:47;107.064;0.00;0.00;0.00;4.16
